name,value
theta_21.0s11,9694.662245447777
g_21.0s22,0.0
theta_21.0s22,9709.370552617942
g_21.0s4,0.0
theta_21.0s4,-9962.776217089171
g_21.0s37,0.0
theta_21.0s37,9689.520795664977
g_21.0s14,0.0
theta_21.0s14,-9956.601392942552
g_21.0s49,0.0
theta_21.0s49,-9940.51404794199
g_21.0s39,0.0
theta_21.0s39,-9964.815497121295
g_21.0s17,0.0
theta_21.0s17,9689.168070078422
g_21.0s2,0.0
theta_21.0s2,-9972.70113079199
g_21.0s46,0.0
theta_21.0s46,-9982.084845999838
g_21.0s25,0.0
theta_21.0s25,-9965.422921119158
g_21.0s28,0.0
theta_21.0s28,-9957.607436411326
g_21.0s43,0.0
theta_21.0s43,-8003.214228333152
g_21.0s26,0.0
theta_21.0s26,10000.0
g_21.0s9,0.0
theta_21.0s9,-9930.471486392982
g_21.0s0,0.0
theta_21.0s0,-9969.588590684083
g_21.0s33,0.0
theta_21.0s33,9689.315942215837
g_21.0s10,0.0
theta_21.0s10,-9963.712673133261
g_21.0s40,0.0
theta_21.0s40,9729.717350781677
g_21.0s23,0.0
theta_21.0s23,-9964.36950530779
c_21.0,0.0
Z_21.0,0.0
g_51.0s36,0.0
w_51.0s36,18.0
theta_51.0s36,9726.797268815997
g_51.0s7,0.0
w_51.0s7,0.0
theta_51.0s7,-9000.000000000004
g_51.0s13,0.0
w_51.0s13,18.0
theta_51.0s13,-9950.24407663663
g_51.0s38,0.0
w_51.0s38,18.0
theta_51.0s38,-9897.510208873866
g_51.0s35,0.0
w_51.0s35,0.0
theta_51.0s35,-9000.000000000004
g_51.0s16,0.0
w_51.0s16,0.0
theta_51.0s16,-9993.487885696915
g_51.0s47,0.0
w_51.0s47,18.0
theta_51.0s47,-9947.994316931385
g_51.0s5,0.0
w_51.0s5,18.0
theta_51.0s5,-9911.083941966914
g_51.0s29,0.0
w_51.0s29,0.0
theta_51.0s29,-9000.000000000004
g_51.0s19,0.0
w_51.0s19,18.0
theta_51.0s19,9739.626133098298
g_51.0s44,0.0
w_51.0s44,18.000000000000227
theta_51.0s44,9747.36681839296
g_51.0s27,0.0
w_51.0s27,18.0
theta_51.0s27,-9948.874895993984
g_51.0s32,0.0
w_51.0s32,0.0
theta_51.0s32,-9999.274980749196
g_51.0s3,0.0
w_51.0s3,18.0
theta_51.0s3,9749.37692558266
g_51.0s41,0.0
w_51.0s41,18.0
theta_51.0s41,9731.427749833123
g_51.0s20,0.0
w_51.0s20,18.0
theta_51.0s20,9777.483867670113
g_51.0s31,0.0
w_51.0s31,18.0
theta_51.0s31,9777.6129921154
g_51.0s12,0.0
w_51.0s12,18.000000000000227
theta_51.0s12,-9973.042247130299
g_51.0s1,0.0
w_51.0s1,18.0
theta_51.0s1,-9905.452893609496
g_51.0s34,0.0
w_51.0s34,18.0
theta_51.0s34,-9905.62178454133
g_51.0s15,0.0
w_51.0s15,-6.821210263296962e-13
theta_51.0s15,-8994.462175110695
g_51.0s48,0.0
w_51.0s48,0.0
theta_51.0s48,-9000.000000000004
g_51.0s8,0.0
w_51.0s8,18.0
theta_51.0s8,9725.63770241028
g_51.0s18,0.0
w_51.0s18,18.0
theta_51.0s18,9742.056504108066
g_51.0s45,0.0
w_51.0s45,0.0
theta_51.0s45,-9998.796003772411
g_51.0s24,0.0
w_51.0s24,18.0
theta_51.0s24,-9951.137682777506
g_51.0s6,0.0
w_51.0s6,18.0
theta_51.0s6,9736.584181287184
g_51.0s42,0.0
w_51.0s42,18.0
theta_51.0s42,-9941.993954001444
g_51.0s21,0.0
w_51.0s21,-6.821210263296962e-13
theta_51.0s21,-9999.976704850333
g_51.0s30,0.0
w_51.0s30,18.0
theta_51.0s30,9750.21575685546
g_51.0s11,0.0
w_51.0s11,18.0
theta_51.0s11,9721.687805649395
g_51.0s22,0.0
w_51.0s22,18.0
theta_51.0s22,9731.372820621378
g_51.0s4,0.0
w_51.0s4,18.0
theta_51.0s4,-9948.866626890147
g_51.0s37,0.0
w_51.0s37,18.000000000000227
theta_51.0s37,9677.557796684534
g_51.0s14,0.0
w_51.0s14,18.0
theta_51.0s14,-9972.130188214043
g_51.0s49,0.0
w_51.0s49,18.0
theta_51.0s49,-9912.263588085334
g_51.0s39,0.0
w_51.0s39,18.0
theta_51.0s39,-9949.21349339795
g_51.0s17,0.0
w_51.0s17,18.0
theta_51.0s17,9721.694710477372
g_51.0s2,0.0
w_51.0s2,18.000000000000227
theta_51.0s2,-9986.495575992869
g_51.0s46,0.0
w_51.0s46,18.0
theta_51.0s46,-9962.140773619329
g_51.0s25,0.0
w_51.0s25,18.0
theta_51.0s25,-9945.089774299637
g_51.0s28,0.0
w_51.0s28,18.0
theta_51.0s28,-9949.711700347234
g_51.0s43,0.0
w_51.0s43,0.0
theta_51.0s43,-7988.494920549775
g_51.0s26,0.0
w_51.0s26,0.0
theta_51.0s26,8999.999999999955
g_51.0s9,0.0
w_51.0s9,18.0
theta_51.0s9,-9896.485432174493
g_51.0s0,0.0
w_51.0s0,18.0
theta_51.0s0,-9930.957552096732
g_51.0s33,0.0
w_51.0s33,18.0
theta_51.0s33,9731.542380817678
g_51.0s10,0.0
w_51.0s10,18.0
theta_51.0s10,-9944.077835084829
g_51.0s40,0.0
w_51.0s40,18.0
theta_51.0s40,9747.010856585446
g_51.0s23,0.0
w_51.0s23,18.0
theta_51.0s23,-9948.819626433775
c_51.0,0.0
Z_51.0,0.0
g_35.0s36,0.0
w_35.0s36,6.0
theta_35.0s36,9730.31670538954
g_35.0s7,0.0
w_35.0s7,0.0
theta_35.0s7,-7987.379843973463
g_35.0s13,0.0
w_35.0s13,6.0
theta_35.0s13,-9945.893304815243
g_35.0s38,0.0
w_35.0s38,6.0
theta_35.0s38,-9902.733934910279
g_35.0s35,0.0
w_35.0s35,6.0
theta_35.0s35,-9969.439109006194
g_35.0s16,0.0
w_35.0s16,-5.684341886080801e-13
theta_35.0s16,-10000.0
g_35.0s47,0.0
w_35.0s47,6.0
theta_35.0s47,-9947.022229777898
g_35.0s5,0.0
w_35.0s5,6.0
theta_35.0s5,-9907.953006365398
g_35.0s29,0.0
w_35.0s29,0.0
